employee_id,date,status,check_in,check_out,hours_worked
1,2025-01-02,present,09:31,18:16,9.9
2,2025-01-02,present,07:09,19:05,8.4
3,2025-01-02,present,09:51,17:21,9.5
4,2025-01-02,present,09:01,18:58,9.4
5,2025-01-02,present,07:51,20:02,8.4
8,2025-01-02,present,07:16,17:26,9.8
9,2025-01-02,present,08:16,20:51,8.7
10,2025-01-02,business_trip,,,0.0
11,2025-01-02,absent,,,0.0
13,2025-01-02,present,09:01,19:55,7.8
17,2025-01-02,present,09:37,19:27,8.7
18,2025-01-02,present,07:02,17:57,8.7
19,2025-01-02,present,08:27,18:14,9.0
23,2025-01-02,present,09:59,20:46,10.1
25,2025-01-02,present,09:58,18:04,8.1
26,2025-01-02,present,07:26,18:56,10.3
30,2025-01-02,present,07:56,17:06,9.9
32,2025-01-02,remote,10:24,17:59,7.7
34,2025-01-02,present,08:42,20:57,10.1
36,2025-01-02,present,09:00,18:32,7.6
37,2025-01-02,present,09:46,19:54,10.5
38,2025-01-02,present,08:46,18:35,8.0
40,2025-01-02,present,08:19,17:37,9.6
42,2025-01-02,present,08:51,17:23,8.2
44,2025-01-02,present,09:15,19:56,7.8
45,2025-01-02,present,08:13,17:52,9.2
47,2025-01-02,present,07:42,20:31,7.5
48,2025-01-02,present,09:48,20:52,9.4
49,2025-01-02,present,08:53,19:24,9.6
55,2025-01-02,present,07:23,18:55,10.2
59,2025-01-02,present,07:45,17:48,9.8
60,2025-01-02,present,07:15,19:13,7.6
62,2025-01-02,remote,10:21,18:34,8.8
63,2025-01-02,present,08:31,20:40,9.0
67,2025-01-02,present,08:17,19:51,9.2
70,2025-01-02,present,08:46,19:36,8.5
71,2025-01-02,present,08:09,17:14,8.6
75,2025-01-02,present,08:20,19:43,9.9
76,2025-01-02,present,09:10,20:17,9.1
77,2025-01-02,present,08:05,17:45,9.4
78,2025-01-02,business_trip,,,0.0
79,2025-01-02,present,07:27,20:20,9.8
80,2025-01-02,present,09:07,20:27,8.3
81,2025-01-02,present,09:26,19:50,8.5
83,2025-01-02,present,09:27,19:56,7.8
85,2025-01-02,present,09:38,20:15,10.3
87,2025-01-02,present,07:36,18:22,9.7
88,2025-01-02,present,07:53,17:25,9.9
89,2025-01-02,present,07:48,19:36,8.9
93,2025-01-02,present,07:59,19:09,7.9
94,2025-01-02,present,09:50,18:19,9.8
95,2025-01-02,present,08:24,20:35,7.6
96,2025-01-02,present,08:27,17:05,9.9
98,2025-01-02,remote,08:17,17:50,7.5
99,2025-01-02,sick_leave,,,0.0
100,2025-01-02,present,07:53,19:55,8.2
104,2025-01-02,present,08:50,20:25,10.5
106,2025-01-02,present,08:20,19:17,8.8
108,2025-01-02,present,07:37,18:57,8.7
109,2025-01-02,present,08:31,19:59,9.7
110,2025-01-02,business_trip,,,0.0
113,2025-01-02,present,07:31,18:03,9.4
115,2025-01-02,present,08:59,19:39,9.2
116,2025-01-02,present,09:09,19:26,8.8
117,2025-01-02,present,09:09,19:47,7.6
118,2025-01-02,business_trip,,,0.0
121,2025-01-02,remote,09:20,19:56,9.1
122,2025-01-02,present,09:13,18:55,7.6
123,2025-01-02,present,08:55,19:35,7.9
125,2025-01-02,sick_leave,,,0.0
126,2025-01-02,present,08:16,18:38,8.6
127,2025-01-02,present,09:17,19:47,8.7
128,2025-01-02,present,09:49,17:53,8.9
129,2025-01-02,present,09:50,17:38,9.0
130,2025-01-02,present,08:23,17:09,9.2
131,2025-01-02,present,08:06,19:38,9.8
133,2025-01-02,present,09:06,20:58,8.3
134,2025-01-02,present,09:48,18:33,9.8
135,2025-01-02,present,09:30,19:28,8.8
136,2025-01-02,present,08:37,17:30,7.6
137,2025-01-02,present,09:39,19:41,9.9
138,2025-01-02,present,08:14,20:34,8.9
143,2025-01-02,present,08:55,20:51,9.2
144,2025-01-02,vacation,,,0.0
145,2025-01-02,present,09:17,17:31,8.7
146,2025-01-02,vacation,,,0.0
148,2025-01-02,present,07:22,18:23,9.3
152,2025-01-02,present,07:42,17:07,7.9
154,2025-01-02,present,08:29,20:54,8.2
155,2025-01-02,present,08:15,17:52,10.2
158,2025-01-02,present,09:30,18:11,8.6
159,2025-01-02,present,09:21,20:16,7.8
160,2025-01-02,present,09:46,20:19,7.8
161,2025-01-02,present,09:23,20:13,9.4
163,2025-01-02,present,07:55,18:34,8.6
164,2025-01-02,present,09:01,19:31,9.7
172,2025-01-02,present,08:23,17:41,8.7
173,2025-01-02,present,09:49,19:40,9.4
174,2025-01-02,present,08:10,18:13,9.7
175,2025-01-02,present,09:19,20:00,8.4
177,2025-01-02,present,08:25,20:40,9.6
180,2025-01-02,present,08:42,20:46,9.9
183,2025-01-02,present,07:18,17:35,8.5
184,2025-01-02,present,08:02,18:31,10.3
185,2025-01-02,present,08:02,17:29,7.6
190,2025-01-02,present,08:06,17:04,8.9
1,2025-01-03,present,07:42,17:48,7.8
2,2025-01-03,present,08:29,19:36,7.6
3,2025-01-03,present,09:38,18:33,8.4
4,2025-01-03,present,08:57,18:07,9.7
5,2025-01-03,present,07:42,20:28,8.7
8,2025-01-03,present,07:50,20:31,10.5
9,2025-01-03,present,09:50,19:45,9.1
10,2025-01-03,present,08:03,20:08,7.9
11,2025-01-03,present,08:49,17:13,8.2
13,2025-01-03,present,07:48,18:39,7.5
17,2025-01-03,present,07:38,20:58,10.1
18,2025-01-03,present,09:19,18:27,8.7
19,2025-01-03,present,07:20,20:45,9.8
23,2025-01-03,present,08:49,17:44,8.3
25,2025-01-03,absent,,,0.0
26,2025-01-03,present,09:00,17:58,8.9
30,2025-01-03,present,08:49,20:53,8.6
32,2025-01-03,present,08:52,17:32,8.0
34,2025-01-03,present,07:42,20:15,10.2
36,2025-01-03,present,09:16,17:09,10.2
37,2025-01-03,remote,10:24,18:37,7.3
38,2025-01-03,present,09:08,18:50,9.9
40,2025-01-03,present,09:42,18:20,10.1
42,2025-01-03,present,07:59,17:37,9.0
44,2025-01-03,present,09:51,18:53,8.5
45,2025-01-03,present,08:25,19:28,10.4
47,2025-01-03,present,08:24,19:44,8.1
48,2025-01-03,present,08:17,19:59,7.7
49,2025-01-03,present,09:34,19:05,8.1
55,2025-01-03,sick_leave,,,0.0
59,2025-01-03,present,07:43,19:09,7.7
60,2025-01-03,present,09:41,17:44,9.3
62,2025-01-03,present,09:27,19:49,7.8
63,2025-01-03,present,08:55,20:05,8.3
67,2025-01-03,present,07:01,17:16,9.5
70,2025-01-03,present,07:20,19:03,10.2
71,2025-01-03,present,08:10,18:58,8.7
75,2025-01-03,present,09:30,20:58,8.4
76,2025-01-03,sick_leave,,,0.0
77,2025-01-03,present,09:00,20:42,9.5
78,2025-01-03,present,09:15,20:24,7.9
79,2025-01-03,present,07:30,20:41,8.9
80,2025-01-03,present,09:26,18:06,9.0
81,2025-01-03,present,09:33,20:35,7.6
83,2025-01-03,present,09:24,18:02,8.2
85,2025-01-03,present,07:24,19:41,8.5
87,2025-01-03,present,09:27,20:19,7.8
88,2025-01-03,present,08:02,19:45,10.2
89,2025-01-03,present,09:43,17:24,9.9
93,2025-01-03,present,09:02,20:41,7.5
94,2025-01-03,present,08:52,17:45,10.4
95,2025-01-03,present,07:07,17:47,10.1
96,2025-01-03,present,07:12,20:34,7.9
98,2025-01-03,present,07:29,19:11,7.9
99,2025-01-03,present,07:04,18:40,10.2
100,2025-01-03,present,08:10,20:50,7.5
104,2025-01-03,present,08:36,17:35,9.6
106,2025-01-03,present,08:32,17:09,10.1
108,2025-01-03,sick_leave,,,0.0
109,2025-01-03,present,08:34,18:48,9.0
110,2025-01-03,present,09:53,17:00,8.7
113,2025-01-03,present,08:54,17:30,8.4
115,2025-01-03,sick_leave,,,0.0
116,2025-01-03,present,07:49,19:07,7.6
117,2025-01-03,present,07:19,17:58,9.9
118,2025-01-03,present,09:15,18:05,9.2
121,2025-01-03,present,09:37,20:36,9.2
122,2025-01-03,vacation,,,0.0
123,2025-01-03,present,09:29,17:31,10.3
125,2025-01-03,present,08:44,17:12,7.6
126,2025-01-03,present,08:58,17:57,9.2
127,2025-01-03,present,08:58,20:00,8.5
128,2025-01-03,absent,,,0.0
129,2025-01-03,present,07:48,19:13,8.2
130,2025-01-03,present,08:07,20:48,10.0
131,2025-01-03,present,09:27,17:00,8.7
133,2025-01-03,present,08:41,20:43,9.4
134,2025-01-03,present,07:40,20:48,8.2
135,2025-01-03,present,07:16,20:47,10.0
136,2025-01-03,present,08:58,20:57,10.4
137,2025-01-03,business_trip,,,0.0
138,2025-01-03,present,07:19,19:57,9.1
143,2025-01-03,present,08:44,20:46,9.9
144,2025-01-03,present,09:05,19:24,7.6
145,2025-01-03,present,08:10,20:03,8.9
146,2025-01-03,present,09:57,19:52,9.2
148,2025-01-03,remote,09:26,17:06,7.3
152,2025-01-03,present,09:30,20:19,10.1
154,2025-01-03,present,09:47,19:26,8.5
155,2025-01-03,present,09:50,20:09,8.0
158,2025-01-03,present,07:18,19:17,10.3
159,2025-01-03,present,07:37,17:38,9.0
160,2025-01-03,vacation,,,0.0
161,2025-01-03,present,08:47,20:00,10.0
163,2025-01-03,present,09:46,18:59,10.1
164,2025-01-03,present,08:04,18:33,7.9
172,2025-01-03,present,09:30,17:39,9.8
173,2025-01-03,present,08:56,20:28,9.3
174,2025-01-03,present,09:13,20:09,8.6
175,2025-01-03,present,09:11,20:04,9.5
177,2025-01-03,present,08:48,18:22,7.9
180,2025-01-03,present,08:11,18:42,9.9
183,2025-01-03,present,09:58,18:18,8.1
184,2025-01-03,present,09:49,18:03,9.9
185,2025-01-03,present,09:59,18:16,8.3
190,2025-01-03,present,08:52,17:53,10.0
1,2025-01-06,vacation,,,0.0
2,2025-01-06,present,08:45,18:43,10.3
3,2025-01-06,present,08:41,18:12,8.5
4,2025-01-06,present,08:20,18:38,8.4
5,2025-01-06,present,08:15,20:45,10.0
8,2025-01-06,present,08:55,19:16,9.1
9,2025-01-06,present,08:18,20:49,10.3
10,2025-01-06,present,07:37,17:16,8.0
11,2025-01-06,present,08:57,18:33,9.9
13,2025-01-06,present,08:26,19:08,8.6
17,2025-01-06,present,08:35,20:35,9.1
18,2025-01-06,absent,,,0.0
19,2025-01-06,present,07:43,18:02,8.2
23,2025-01-06,present,07:10,17:15,10.2
25,2025-01-06,sick_leave,,,0.0
26,2025-01-06,present,07:39,19:35,8.7
30,2025-01-06,present,07:37,18:34,9.9
32,2025-01-06,present,08:10,20:12,10.0
34,2025-01-06,present,08:51,18:51,8.4
36,2025-01-06,present,08:11,17:30,10.2
37,2025-01-06,present,08:19,17:27,7.5
38,2025-01-06,present,07:34,17:30,7.5
40,2025-01-06,present,09:02,18:33,9.0
42,2025-01-06,present,07:09,17:09,9.5
44,2025-01-06,present,09:48,17:05,9.7
45,2025-01-06,present,08:23,19:04,8.7
47,2025-01-06,present,09:08,17:03,10.1
48,2025-01-06,present,08:08,20:20,9.5
49,2025-01-06,present,07:22,18:25,9.5
55,2025-01-06,present,08:17,18:52,7.7
59,2025-01-06,remote,09:03,18:34,9.3
60,2025-01-06,present,09:34,18:12,7.5
62,2025-01-06,absent,,,0.0
63,2025-01-06,present,08:09,18:44,9.2
67,2025-01-06,present,09:41,17:27,7.6
70,2025-01-06,present,08:21,20:38,8.0
71,2025-01-06,present,08:04,19:47,9.5
75,2025-01-06,present,09:06,20:00,7.8
76,2025-01-06,present,07:36,20:31,9.3
77,2025-01-06,present,08:42,18:01,9.4
78,2025-01-06,present,09:08,17:07,10.0
79,2025-01-06,present,09:46,19:08,8.2
80,2025-01-06,present,09:28,17:53,8.3
81,2025-01-06,present,07:48,20:37,8.5
83,2025-01-06,present,07:21,19:58,8.5
85,2025-01-06,present,08:53,18:51,9.3
87,2025-01-06,present,08:38,18:01,10.2
88,2025-01-06,present,08:19,17:50,10.4
89,2025-01-06,sick_leave,,,0.0
93,2025-01-06,present,08:52,18:37,8.7
94,2025-01-06,present,08:38,17:33,10.3
95,2025-01-06,present,07:11,19:41,9.2
96,2025-01-06,business_trip,,,0.0
98,2025-01-06,present,08:46,20:15,9.8
99,2025-01-06,present,09:50,20:30,8.0
100,2025-01-06,present,08:12,19:12,9.4
104,2025-01-06,present,08:39,20:33,9.0
106,2025-01-06,present,08:23,20:07,8.5
108,2025-01-06,present,09:54,19:14,10.2
109,2025-01-06,remote,10:02,17:39,9.3
110,2025-01-06,present,07:17,17:41,8.4
113,2025-01-06,present,09:55,20:03,9.4
115,2025-01-06,present,09:18,17:38,7.7
116,2025-01-06,present,08:14,20:26,7.9
117,2025-01-06,remote,09:24,19:49,9.4
118,2025-01-06,present,07:23,19:38,8.0
121,2025-01-06,present,08:50,18:03,9.3
122,2025-01-06,present,08:59,17:58,7.8
123,2025-01-06,present,08:15,17:45,7.8
125,2025-01-06,present,07:25,19:58,7.7
126,2025-01-06,present,08:26,17:56,7.5
127,2025-01-06,present,08:08,18:13,10.4
128,2025-01-06,present,09:17,20:51,8.4
129,2025-01-06,present,09:40,18:53,9.9
130,2025-01-06,present,08:39,20:43,8.7
131,2025-01-06,present,08:51,17:22,8.2
133,2025-01-06,present,07:10,20:49,10.2
134,2025-01-06,present,08:46,18:25,8.5
135,2025-01-06,present,07:09,17:36,7.6
136,2025-01-06,business_trip,,,0.0
137,2025-01-06,present,08:53,20:26,7.7
138,2025-01-06,present,08:19,18:28,9.0
143,2025-01-06,present,09:45,19:20,8.3
144,2025-01-06,vacation,,,0.0
145,2025-01-06,present,08:11,18:07,8.7
146,2025-01-06,present,07:46,17:47,8.8
148,2025-01-06,vacation,,,0.0
152,2025-01-06,present,08:36,18:39,8.1
154,2025-01-06,vacation,,,0.0
155,2025-01-06,present,08:37,17:17,8.5
158,2025-01-06,present,09:37,18:50,10.5
159,2025-01-06,present,09:30,18:21,8.9
160,2025-01-06,present,09:06,18:15,7.6
161,2025-01-06,present,08:21,18:40,10.2
163,2025-01-06,present,07:11,18:27,8.4
164,2025-01-06,present,07:18,20:59,8.3
172,2025-01-06,present,09:23,18:45,10.0
173,2025-01-06,present,07:14,19:02,8.5
174,2025-01-06,present,07:08,18:52,7.9
175,2025-01-06,present,07:31,17:23,10.3
176,2025-01-06,present,08:03,19:40,10.5
177,2025-01-06,present,07:09,19:21,8.7
180,2025-01-06,present,09:39,18:23,9.9
183,2025-01-06,remote,08:20,17:32,9.0
184,2025-01-06,present,08:49,17:37,7.8
185,2025-01-06,present,09:56,19:57,7.6
190,2025-01-06,present,07:46,19:39,10.4
1,2025-01-07,vacation,,,0.0
2,2025-01-07,business_trip,,,0.0
3,2025-01-07,present,08:07,19:44,9.0
4,2025-01-07,present,08:31,17:57,10.3
5,2025-01-07,present,07:11,18:17,8.7
8,2025-01-07,present,08:07,20:08,10.0
9,2025-01-07,present,09:55,19:57,10.3
10,2025-01-07,present,08:08,17:55,9.8
11,2025-01-07,present,07:20,17:18,8.0
13,2025-01-07,present,09:42,20:32,9.9
17,2025-01-07,present,08:38,20:29,10.1
18,2025-01-07,present,09:13,20:01,10.2
19,2025-01-07,present,09:48,17:06,7.6
23,2025-01-07,sick_leave,,,0.0
25,2025-01-07,present,08:46,17:54,7.7
26,2025-01-07,present,07:31,17:34,9.3
30,2025-01-07,present,08:42,17:24,10.3
32,2025-01-07,present,07:26,20:45,9.1
34,2025-01-07,present,09:52,19:59,8.8
36,2025-01-07,present,08:40,17:42,9.3
37,2025-01-07,present,08:48,18:24,8.9
38,2025-01-07,present,07:30,18:45,9.0
40,2025-01-07,present,09:40,17:43,9.5
42,2025-01-07,remote,09:09,19:12,8.1
44,2025-01-07,present,08:01,20:33,8.2
45,2025-01-07,present,07:34,18:03,9.8
47,2025-01-07,present,09:48,19:06,9.4
48,2025-01-07,present,08:38,18:26,8.9
49,2025-01-07,present,08:30,19:36,7.6
55,2025-01-07,present,09:32,20:28,8.6
59,2025-01-07,remote,09:48,18:57,7.3
60,2025-01-07,present,08:27,17:22,9.5
62,2025-01-07,present,08:13,19:15,10.3
63,2025-01-07,present,07:58,20:13,9.3
67,2025-01-07,present,09:02,18:22,9.1
70,2025-01-07,absent,,,0.0
71,2025-01-07,present,07:15,20:45,8.9
75,2025-01-07,present,07:43,18:06,8.6
76,2025-01-07,present,08:06,18:53,8.7
77,2025-01-07,present,09:30,18:00,10.1
78,2025-01-07,present,09:03,18:23,10.4
79,2025-01-07,present,08:01,17:21,8.4
80,2025-01-07,business_trip,,,0.0
81,2025-01-07,present,09:46,17:42,9.2
83,2025-01-07,sick_leave,,,0.0
85,2025-01-07,present,09:54,20:25,9.4
87,2025-01-07,present,09:30,18:19,8.6
88,2025-01-07,present,07:12,19:15,9.1
89,2025-01-07,present,07:01,17:37,7.7
93,2025-01-07,present,07:39,19:39,10.3
94,2025-01-07,business_trip,,,0.0
95,2025-01-07,present,09:17,17:28,10.5
96,2025-01-07,present,09:26,19:17,8.7
98,2025-01-07,present,09:39,20:44,8.1
99,2025-01-07,present,09:51,20:10,7.9
100,2025-01-07,present,08:40,20:03,7.5
104,2025-01-07,present,07:08,18:57,10.4
106,2025-01-07,present,08:47,20:28,10.1
108,2025-01-07,business_trip,,,0.0
109,2025-01-07,present,08:05,19:33,9.2
110,2025-01-07,present,08:06,18:49,10.1
113,2025-01-07,remote,08:21,17:26,8.0
115,2025-01-07,present,09:51,17:54,8.0
116,2025-01-07,present,08:33,19:49,8.3
117,2025-01-07,present,07:37,20:51,8.1
118,2025-01-07,present,07:30,20:39,8.5
121,2025-01-07,present,08:19,19:09,7.5
122,2025-01-07,present,08:44,18:16,9.1
123,2025-01-07,present,07:46,17:15,10.1
125,2025-01-07,present,07:19,19:02,8.2
126,2025-01-07,present,07:58,17:44,8.0
127,2025-01-07,present,09:37,17:58,8.3
128,2025-01-07,present,07:42,20:00,8.6
129,2025-01-07,present,08:59,17:55,9.0
130,2025-01-07,present,07:53,17:52,9.2
131,2025-01-07,present,07:46,19:54,10.3
133,2025-01-07,vacation,,,0.0
134,2025-01-07,present,07:56,19:46,9.0
135,2025-01-07,present,09:49,18:18,7.7
136,2025-01-07,present,08:05,19:05,8.1
137,2025-01-07,present,07:07,17:19,7.5
138,2025-01-07,business_trip,,,0.0
143,2025-01-07,sick_leave,,,0.0
144,2025-01-07,present,07:10,19:40,7.8
145,2025-01-07,remote,10:00,18:19,8.1
146,2025-01-07,present,08:00,19:50,7.6
148,2025-01-07,business_trip,,,0.0
152,2025-01-07,present,07:18,20:33,8.1
154,2025-01-07,present,07:16,19:48,10.2
155,2025-01-07,present,08:08,18:29,8.5
158,2025-01-07,business_trip,,,0.0
159,2025-01-07,present,07:29,19:01,8.2
160,2025-01-07,remote,09:16,18:39,8.6
161,2025-01-07,present,09:28,17:38,10.3
163,2025-01-07,present,07:45,18:25,9.7
164,2025-01-07,business_trip,,,0.0
172,2025-01-07,present,07:52,20:19,7.7
173,2025-01-07,present,07:14,18:27,9.8
174,2025-01-07,present,07:04,17:22,9.0
175,2025-01-07,vacation,,,0.0
176,2025-01-07,present,09:53,17:05,7.6
177,2025-01-07,present,08:41,19:18,8.7
180,2025-01-07,present,08:14,20:02,8.7
183,2025-01-07,present,07:17,20:18,10.4
184,2025-01-07,present,09:19,20:49,9.4
185,2025-01-07,present,09:37,19:32,8.3
190,2025-01-07,present,07:57,18:25,9.9
1,2025-01-08,present,07:58,20:51,8.9
2,2025-01-08,present,08:31,18:41,8.9
3,2025-01-08,present,08:38,18:51,8.1
4,2025-01-08,business_trip,,,0.0
5,2025-01-08,present,09:06,17:59,10.2
8,2025-01-08,present,09:45,20:53,7.7
9,2025-01-08,present,09:01,18:59,7.8
10,2025-01-08,present,07:51,19:21,10.0
11,2025-01-08,present,08:14,18:14,9.5
13,2025-01-08,present,09:36,20:44,10.3
17,2025-01-08,present,07:14,17:30,9.8
18,2025-01-08,present,07:46,18:23,8.2
19,2025-01-08,present,07:19,18:24,9.4
23,2025-01-08,business_trip,,,0.0
25,2025-01-08,present,08:45,17:47,9.3
26,2025-01-08,present,08:15,17:29,8.1
30,2025-01-08,present,08:48,20:44,10.2
32,2025-01-08,present,08:45,18:59,10.3
34,2025-01-08,present,09:52,19:54,9.1
36,2025-01-08,remote,10:15,19:09,9.2
37,2025-01-08,present,08:35,20:42,7.8
38,2025-01-08,present,07:17,18:50,7.9
40,2025-01-08,present,09:24,20:59,7.6
42,2025-01-08,present,08:35,17:30,10.1
44,2025-01-08,present,08:38,18:07,10.1
45,2025-01-08,present,07:21,17:25,9.6
47,2025-01-08,present,09:12,19:48,8.3
48,2025-01-08,present,07:52,20:00,7.8
49,2025-01-08,present,09:41,19:23,9.0
55,2025-01-08,present,07:38,18:16,9.5
59,2025-01-08,present,07:46,20:25,10.4
60,2025-01-08,present,07:23,19:08,9.3
62,2025-01-08,remote,08:21,17:39,9.3
63,2025-01-08,present,07:00,17:42,7.7
67,2025-01-08,vacation,,,0.0
70,2025-01-08,present,09:49,17:05,10.0
71,2025-01-08,present,08:04,20:12,9.2
75,2025-01-08,present,09:39,17:08,10.3
76,2025-01-08,remote,08:03,19:47,8.4
77,2025-01-08,present,07:33,19:42,10.4
78,2025-01-08,present,09:03,20:30,7.9
79,2025-01-08,present,07:04,17:16,9.5
80,2025-01-08,present,08:43,20:40,8.2
81,2025-01-08,business_trip,,,0.0
83,2025-01-08,remote,09:20,19:26,7.2
85,2025-01-08,present,07:49,18:56,7.9
87,2025-01-08,present,07:33,20:52,8.4
88,2025-01-08,present,07:40,18:53,7.6
89,2025-01-08,present,08:48,17:44,9.4
93,2025-01-08,present,08:32,18:20,10.2
94,2025-01-08,present,07:26,20:27,8.3
95,2025-01-08,present,07:14,17:45,9.2
96,2025-01-08,present,07:21,18:50,10.2
98,2025-01-08,present,09:51,20:51,8.9
99,2025-01-08,present,08:56,18:29,9.2
100,2025-01-08,present,09:36,19:54,10.1
104,2025-01-08,vacation,,,0.0
106,2025-01-08,present,09:26,19:16,8.4
108,2025-01-08,present,07:51,20:49,9.6
109,2025-01-08,present,09:07,17:04,8.4
110,2025-01-08,business_trip,,,0.0
113,2025-01-08,present,08:16,17:38,9.6
115,2025-01-08,present,09:31,20:05,10.0
116,2025-01-08,present,08:38,17:49,9.4
117,2025-01-08,present,07:49,20:33,8.9
118,2025-01-08,present,07:59,19:36,7.8
121,2025-01-08,present,09:46,19:24,10.4
122,2025-01-08,present,07:26,18:56,9.7
123,2025-01-08,present,09:01,18:09,8.1
125,2025-01-08,present,07:34,17:11,9.4
126,2025-01-08,present,09:37,20:29,9.8
127,2025-01-08,present,09:12,19:31,10.1
128,2025-01-08,present,08:04,18:16,9.7
129,2025-01-08,present,07:04,17:30,9.5
130,2025-01-08,business_trip,,,0.0
131,2025-01-08,absent,,,0.0
133,2025-01-08,present,07:45,20:09,10.4
134,2025-01-08,present,09:29,20:06,7.8
135,2025-01-08,present,09:18,18:13,8.1
136,2025-01-08,present,09:02,19:25,10.4
137,2025-01-08,present,09:44,18:36,10.4
138,2025-01-08,present,09:35,18:32,8.9
